PLGUARD00019;PCG;PCGUARD;PC GUARD SPÓŁKA AKCYJNA;GPW
PLPKBEX00072;PBX;PEKABEX;POZNAŃSKA KORPORACJA BUDOWLANA PEKABEX SPÓŁKA AKCYJNA;GPW
PLPEKAO00016;PEO;PEKAO;BANK POLSKA KASA OPIEKI SPÓŁKA AKCYJNA;GPW
PLPLSEP00013;PEP;PEP;POLENERGIA SPÓŁKA AKCYJNA;GPW
NL0015000AU7;PCO;PEPCO;PEPCO GROUP N.V.;GPW
PLPEPES00018;PPS;PEPEES;PRZEDSIĘBIORSTWO PRZEMYSŁU SPOŻYWCZEGO PEPEES SPÓŁKA AKCYJNA;GPW
PLPGER000010;PGE;PGE;PGE POLSKA GRUPA ENERGETYCZNA SPÓŁKA AKCYJNA;GPW
PLZSTAL00012;PGV;PGFGROUP;PGF POLSKA GRUPA FOTOWOLTAICZNA SPÓŁKA AKCYJNA;GPW
PLPHRMN00011;PHR;PHARMENA;PHARMENA SPÓŁKA AKCYJNA;GPW
PLPHN0000014;PHN;PHN;POLSKI HOLDING NIERUCHOMOŚCI SPÓŁKA AKCYJNA;GPW
NL0010391108;PEN;PHOTON;PHOTON ENERGY N.V.;GPW
PLPROJP00018;PJP;PJPMAKRUM;PROJPRZEM MAKRUM SPÓŁKA AKCYJNA;GPW
PLPKN0000018;PKN;PKNORLEN;ORLEN SPÓŁKA AKCYJNA;GPW
PLPKO0000016;PKO;PKOBP;POWSZECHNA KASA OSZCZĘDNOŚCI BANK POLSKI SPÓŁKA AKCYJNA;GPW
PLPKPCR00011;PKP;PKPCARGO;PKP CARGO SPÓŁKA AKCYJNA;GPW
PLPLAYW00015;PLW;PLAYWAY;PLAYWAY SPÓŁKA AKCYJNA;GPW
NL0011882741;PLZ;PLAZACNTR;PLAZA CENTERS N.V.;GPW
PLPEKPL00010;PGM;PMPG;PMPG POLSKIE MEDIA SPÓŁKA AKCYJNA;GPW
PLZCPLC00036;PCE;POLICE;GRUPA AZOTY ZAKŁADY CHEMICZNE POLICE SPÓŁKA AKCYJNA;GPW
PLMSTSD00019;PXM;POLIMEXMS;POLIMEX - MOSTOSTAL SPÓŁKA AKCYJNA;GPW
PLPLTRG00038;PTG;POLTREG;POLTREG SPÓŁKA AKCYJNA;GPW
PLPOLWX00026;PWX;POLWAX;POLWAX SPÓŁKA AKCYJNA;GPW
PLPRGNK00017;PRI;PRAGMAINK;NPL NOVA SPÓŁKA AKCYJNA;GPW
PLPRMMD00012;PMA;PRIMAMODA;PRIMA MODA SPÓŁKA AKCYJNA;GPW
PLRKLMF00010;PRA;PRIME;PRIME ASI SPÓŁKA AKCYJNA;GPW
PLKOPEX00018;PTH;PRIMETECH;PRIMETECH SPÓŁKA AKCYJNA;GPW
PLPRCHM00014;PRM;PROCHEM;PROCHEM SPÓŁKA AKCYJNA;GPW
PLLZPSK00019;PRT;PROTEKTOR;PROTEKTOR SPÓŁKA AKCYJNA;GPW
PLZAPUL00057;ZAP;PULAWY;GRUPA AZOTY ZAKŁADY AZOTOWE PUŁAWY SPÓŁKA AKCYJNA;GPW
PLPRBLG00010;PUR;PURE;PURE BIOLOGICS SPÓŁKA AKCYJNA;GPW
PLPZU0000011;PZU;PZU;POWSZECHNY ZAKŁAD UBEZPIECZEŃ SPÓŁKA AKCYJNA;GPW
PLQNTUM00018;QNT;QUANTUM;QUANTUM SOFTWARE SPÓŁKA AKCYJNA;GPW
PLQRCUS00012;QRS;QUERCUS;QUERCUS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPÓŁKA AKCYJNA;GPW
PLIQPRT00017;RAE;RAEN;RAEN SPÓŁKA AKCYJNA;GPW
PLRAFAK00018;RFK;RAFAKO;RAFAKO SPÓŁKA AKCYJNA;GPW
PLRFMET00016;RAF;RAFAMET;FABRYKA OBRABIAREK RAFAMET SPÓŁKA AKCYJNA;GPW
PLRNBWT00031;RBW;RAINBOW;RAINBOW TOURS SPÓŁKA AKCYJNA;GPW
PLRNKPR00014;RNK;RANKPROGR;RANK PROGRESS SPÓŁKA AKCYJNA;GPW
PLKLNR000017;RWL;RAWLPLUG;RAWLPLUG SPÓŁKA AKCYJNA;GPW
PLREDAN00019;RDN;REDAN;REDAN SPÓŁKA AKCYJNA;GPW
PLPRNTC00017;REG;REGNON;REGNON SPÓŁKA AKCYJNA;GPW
SE0001856519;RHD;REINHOLD;REINHOLD EUROPE AB;GPW
PLWDM0000029;RNC;REINO;REINO CAPITAL SPÓŁKA AKCYJNA;GPW
PLRELPL00014;RLP;RELPOL;RELPOL SPÓŁKA AKCYJNA;GPW
PLREMAK00016;RMK;REMAK;PRZEDSIĘBIORSTWO MODERNIZACJI URZĄDZEŃ ENERGETYCZNYCH REMAK SPÓŁKA AKCYJNA;GPW
PLROPCE00017;RPC;ROPCZYCE;ZAKŁADY MAGNEZYTOWE ROPCZYCE SPÓŁKA AKCYJNA;GPW
PLSELVT00013;RVU;RYVU;RYVU THERAPEUTICS SPÓŁKA AKCYJNA;GPW
LU0564351582;SGR;SADOVAYA;SADOVAYA GROUP S.A.;GPW
PLSTLSK00016;SNK;SANOK;SANOK RUBBER COMPANY SPÓŁKA AKCYJNA;GPW
PLBZ00000044;SPL;SANPL;SANTANDER BANK POLSKA SPÓŁKA AKCYJNA;GPW
ES0113900J37;SAN;SANTANDER;BANCO SANTANDER S.A.;GPW
PLSANWL00012;SNW;SANWIL;SANWIL HOLDING SPÓŁKA AKCYJNA;GPW
PLADVPL00029;STS;SATIS;SATIS GROUP SPÓŁKA AKCYJNA;GPW
PLSCPFL00018;SCP;SCPFL;SCOPE FLUIDICS SPÓŁKA AKCYJNA;GPW
PLWRWCK00013;SWG;SECOGROUP;SECO/WARWICK SPÓŁKA AKCYJNA;GPW
PLSEKO000014;SEK;SEKO;SEKO SPÓŁKA AKCYJNA;GPW
PLSELNA00010;SEL;SELENAFM;SELENA FM SPÓŁKA AKCYJNA;GPW
PLSLVCR00029;SLV;SELVITA;SELVITA SPÓŁKA AKCYJNA;GPW
JE00BNNMKT29;SEN;SERINUS;SERINUS ENERGY PLC;GPW
PLSESCM00013;SES;SESCOM;SESCOM SPÓŁKA AKCYJNA;GPW
PLSFNKS00011;SFS;SFINKS;SFINKS POLSKA SPÓŁKA AKCYJNA;GPW
PLSHPR000021;SHO;SHOPER;SHOPER SPÓŁKA AKCYJNA;GPW
USU827061099;SVRS;SILVAIR-REGS;SILVAIR, INC.;GPW
EE3100001751;SFG;SILVANO;AS SILVANO FASHION GROUP;GPW
PLSMFBC00016;SIM;SIMFABRIC;SIMFABRIC SPÓŁKA AKCYJNA;GPW
PLSKRBH00014;SKH;SKARBIEC;SKARBIEC HOLDING SPÓLKA AKCYJNA;GPW
PLSKLNW00011;SKL;SKYLINE;SKYLINE INVESTMENT SPÓŁKA AKCYJNA;GPW
PLSNZKA00033;SKA;SNIEZKA;FABRYKA FARB I LAKIERÓW ŚNIEŻKA SPÓŁKA AKCYJNA;GPW
PLBMDLB00018;SVE;SNTVERSE;SYNTHAVERSE SPÓŁKA AKCYJNA;GPW
PLNFI0400015;SHD;SOHODEV;SOHO DEVELOPMENT SPÓŁKA AKCYJNA;GPW
PLSLRCP00021;SOL;SOLAR;SOLAR COMPANY SPÓŁKA AKCYJNA;GPW
PLSONEL00011;SON;SONEL;SONEL SPÓŁKA AKCYJNA;GPW
BG11SOSOBT18;SPH;SOPHARMA;SOPHARMA AD;GPW
PLSPRSF00011;SPR;SPYROSOFT;SPYROSOFT SPÓŁKA AKCYJNA;GPW
PLSTLEX00019;STX;STALEXP;STALEXPORT AUTOSTRADY SPÓŁKA AKCYJNA;GPW
PLSTLPD00017;STP;STALPROD;STALPRODUKT SPÓŁKA AKCYJNA;GPW
PLSTLPF00012;STF;STALPROFI;STALPROFIL SPÓŁKA AKCYJNA;GPW
PLSTPRK00019;ZUK;STAPORKOW;ZAKŁADY URZĄDZEŃ KOTŁOWYCH STĄPORKÓW SPÓŁKA AKCYJNA;GPW
PLHRDEX00021;SHG;STARHEDGE;STARHEDGE SPÓŁKA AKCYJNA;GPW
PLSTSHL00012;STH;STSHOLDING;STS HOLDING SPÓŁKA AKCYJNA;GPW
PLSUNEX00013;SNX;SUNEX;SUNEX SPÓŁKA AKCYJNA;GPW
PLCMPLD00016;SGN;SYGNITY;SYGNITY SPÓŁKA AKCYJNA;GPW
PLSNKTK00019;SNT;SYNEKTIK;SYNEKTIK SPÓŁKA AKCYJNA;GPW
PLTALEX00017;TLX;TALEX;TALEX SPÓŁKA AKCYJNA;GPW
PLTRCZN00016;TAR;TARCZYNSKI;TARCZYŃSKI SPÓŁKA AKCYJNA;GPW
SK1120010287;TMR;TATRY;TATRY MOUNTAIN RESORTS. A.S.;GPW
PLTAURN00011;TPE;TAURONPE;TAURON POLSKA ENERGIA SPÓŁKA AKCYJNA;GPW
PLTBULL00024;TBL;TBULL;T-BULL SPÓŁKA AKCYJNA;GPW
PLTNDRH00012;THG;TENDERHUT;TENDERHUT SPÓŁKA AKCYJNA;GPW
PLTRMRX00011;TRR;TERMOREX;TERMO-REX SPÓŁKA AKCYJNA;GPW
PLTSGS000019;TSG;TESGAS;TESGAS SPÓŁKA AKCYJNA;GPW
PLLVTSF00010;TXT;TEXT;TEXT SPÓŁKA AKCYJNA;GPW
PLTIM0000016;TIM;TIM;TIM SPÓŁKA AKCYJNA;GPW
PLTORPL00016;TOR;TORPOL;TORPOL SPÓŁKA AKCYJNA;GPW
PLTWRNV00013;TOW;TOWERINVT;TOWER INVESTMENTS SPÓŁKA AKCYJNA;GPW
PLTOYA000011;TOA;TOYA;TOYA SPÓŁKA AKCYJNA;GPW
PLTRKPL00014;TRK;TRAKCJA;TRAKCJA SPÓŁKA AKCYJNA;GPW
PLTRNSP00013;TRN;TRANSPOL;TRANS POLONIA SPÓŁKA AKCYJNA;GPW
PLASMOT00030;TRI;TRITON;TRITON DEVELOPMENT SPÓŁKA AKCYJNA;GPW
PLTSQGM00016;TEN;TSGAMES;TEN SQUARE GAMES SPÓŁKA AKCYJNA;GPW
PLBAUMA00017;ULM;ULMA;ULMA CONSTRUCCION POLSKA SPÓŁKA AKCYJNA;GPW
PLULTGM00013;ULG;ULTGAMES;ULTIMATE GAMES SPÓŁKA AKCYJNA;GPW
PLVNTIN00011;UNF;UNFOLD;UNFOLD.VC ASI SPÓŁKA AKCYJNA;GPW
PLUNBEP00015;UNI;UNIBEP;UNIBEP SPÓŁKA AKCYJNA;GPW
IT0005239360;UCG;UNICREDIT;UNICREDIT S.P.A.;GPW
PLUNMOT00013;UNT;UNIMOT;UNIMOT SPÓŁKA AKCYJNA;GPW
PLURTST00010;URT;URTESTE;URTESTE SPÓŁKA AKCYJNA;GPW
PLVRCM000016;VRC;VERCOM;VERCOM SPÓŁKA AKCYJNA;GPW
PLVIGOS00015;VGO;VIGOPHOTN;VIGO PHOTONICS SPÓŁKA AKCYJNA;GPW
PLVNDEX00013;VIN;VINDEXUS;GIEŁDA PRAW MAJĄTKOWYCH VINDEXUS SPÓŁKA AKCYJNA;GPW
PLVTLGD00010;VTL;VISTAL;VISTAL GDYNIA SPÓŁKA AKCYJNA;GPW
PLVVDGM00014;VVD;VIVID;VIVID GAMES SPÓŁKA AKCYJNA;GPW
PLVOTUM00016;VOT;VOTUM;VOTUM SPÓŁKA AKCYJNA;GPW
PLVOXEL00014;VOX;VOXEL;VOXEL SPÓŁKA AKCYJNA;GPW
PLVSTLA00011;VRG;VRG;VISTULA RETAIL GROUP SPÓŁKA AKCYJNA;GPW
AT0000827209;WXF;WARIMPEX;WARIMPEX FINANZ- UND BETEILIGUNGS AG;GPW
PLHOGA000041;WAS;WASKO;WASKO SPÓŁKA AKCYJNA;GPW
PLWAWEL00013;WWL;WAWEL;WAWEL SPÓŁKA AKCYJNA;GPW
PLWELTN00012;WLT;WIELTON;WIELTON SPÓŁKA AKCYJNA;GPW
PLELPO000016;WIK;WIKANA;WIKANA SPÓŁKA AKCYJNA;GPW
PLARIEL00046;WIS;WINVEST;BALTIC BRIDGE SPÓŁKA AKCYJNA;GPW
PLWRTPL00027;WPL;WIRTUALNA;WIRTUALNA POLSKA HOLDING SPÓŁKA AKCYJNA;GPW
PLWTCHN00030;WTN;WITTCHEN;WITTCHEN SPÓŁKA AKCYJNA;GPW
PLWOJAS00014;WOJ;WOJAS;WOJAS SPÓŁKA AKCYJNA;GPW
PLXPLUS00013;XPL;XPLUS;XPLUS SPÓŁKA AKCYJNA;GPW
PLXTRDM00011;XTB;XTB;X-TRADE BROKERS DOM MAKLERSKI SPÓŁKA AKCYJNA;GPW
PLXTPL000018;XTP;XTPL;XTPL SPÓŁKA AKCYJNA;GPW
PLUNMST00014;YRL;YARRL;UNIMA 2000 SYSTEMY TELEINFORMATYCZNE SPÓŁKA AKCYJNA;GPW
PLPRESC00018;YOL;YOLO;YOLO SPÓŁKA AKCYJNA;GPW
LU2910446546;ZAB;ZABKA;ZABKA GROUP SOCIÉTÉ ANONYME;GPW
PLZAMET00010;ZMT;ZAMET;ZAMET INDUSTRY SPÓŁKA AKCYJNA;GPW
PLZEPAK00012;ZEP;ZEPAK;ZESPÓŁ ELEKTROWNI PĄTNÓW-ADAMÓW-KONIN SPÓŁKA AKCYJNA;GPW
PLZBMZC00019;ZRE;ZREMB;ZAKŁAD BUDOWY MASZYN ZREMB-CHOJNICE SPÓŁKA AKCYJNA;GPW
PLZUE0000015;ZUE;ZUE;ZUE SPÓŁKA AKCYJNA;GPW
PLONESL00011;ONE;1SOLUTION;ONE SOLUTION SPÓŁKA AKCYJNA;NewConnect
PL4MASS00011;4MS;4MASS;4MASS SPÓŁKA AKCYJNA;NewConnect
PLESLTN00010;4MB;4MOBILITY;4MOBILITY SPÓŁKA AKCYJNA;NewConnect
PLTRCPS00016;7FT;7FIT;7FIT SPÓŁKA AKCYJNA;NewConnect
PL7LVLS00017;7LV;7LEVELS;7LEVELS SPÓŁKA AKCYJNA;NewConnect
PLMIDVN00017;AAS;AALLIANCE;ARTS ALLIANCE GK SPÓŁKA AKCYJNA;NewConnect
PLABAK000013;ABK;ABAK;ABAK SPÓŁKA AKCYJNA;NewConnect
PLPIK0000018;ADX;ADATEX;ADATEX DEWELOPER SPÓŁKA AKCYJNA;NewConnect
PLADMSC00013;AVE;ADVERTIGO;ADVERTIGO SPÓŁKA AKCYJNA;NewConnect
GB00B42V2T10;AER;AERFINANC;HYDROPRESS SE;NewConnect
PLMNTHL00016;AFH;AFHOL;AFORTI HOLDING SPÓŁKA AKCYJNA;NewConnect
CY0101452114;AGL;AGROLIGA;AGROLIGA GROUP PLC;NewConnect
PLAGRMP00010;AGP;AGROMEP;AGROMEP SPÓŁKA AKCYJNA;NewConnect
PLATCDL00013;AIT;AITON;AITON CALDWELL SPÓŁKA AKCYJNA;NewConnect
PLAKCFN00013;AFC;AKCEPTFIN;AKCEPT FINANCE SPÓŁKA AKCYJNA;NewConnect
PLDNMPT00016;AME;AMESA;ADVANCED MEDICAL EQUIPMENT SPÓŁKA AKCYJNA;NewConnect
PLONLIN00013;AOL;ANALIZY;ANALIZY ONLINE SPÓŁKA AKCYJNA;NewConnect
PLAPANT00017;APA;APANET;APANET SPÓŁKA AKCYJNA;NewConnect
PLHMSG000019;ASA;APIS;APIS SPÓŁKA AKCYJNA;NewConnect
PLBIOMD00017;APC;APOLLO;APOLLO CAPITAL ASI SPÓŁKA AKCYJNA;NewConnect
PLPOMST00012;APS;APS;AUTOMATYKA-POMIARY-STEROWANIE SPÓŁKA AKCYJNA;NewConnect
PLAQUA000014;AQU;AQUABB;AQUA SPÓŁKA AKCYJNA W BIELSKU-BIAŁEJ;NewConnect
PLAQA0000014;AQA;AQUAPOZ;AQUA SPÓŁKA AKCYJNA W POZNANIU;NewConnect
PLAQTCH00013;AQT;AQUATECH;AQUATECH SPÓŁKA AKCYJNA;NewConnect
PLAGRIN00013;ARI;ARI;AGENCJA ROZWOJU INNOWACJI SPÓLKA AKCYJNA;NewConnect
PLARTGS00019;ARG;ARTGAMES;ART GAMES STUDIO SPÓŁKA AKCYJNA;NewConnect
PLASTRO00013;ASR;ASTRO;ASTRO SPÓŁKA AKCYJNA;NewConnect
PLATCRG00013;ATA;ATCCARGO;ATC CARGO SPÓŁKA AKCYJNA;NewConnect
PLATMCJ00018;ATJ;ATOMJELLY;ATOMIC JELLY SPÓŁKA AKCYJNA;NewConnect
PLATNHT00014;ATO;ATONHT;ATON-HT SPÓŁKA AKCYJNA;NewConnect
PLAXILA00018;AUX;AUXILIA;AUXILIA SPÓŁKA AKCYJNA;NewConnect
PLAZTEC00011;AZC;AZTEC;AZTEC INTERNATIONAL SPÓŁKA AKCYJNA;NewConnect
PLBCT0000020;BAC;BACT;B-ACT SPÓŁKA AKCYJNA;NewConnect
PLBLT0000013;BLT;BALTICON;BALTICON SPÓŁKA AKCYJNA;NewConnect
PLBSG0000023;BIG;BASEIG;BASEIG SPÓŁKA AKCYJNA;NewConnect
PLA346500012;BEE;BEEIN;BEEIN SPÓŁKA AKCYJNA;NewConnect
PLBLTXG00010;BLF;BELEAF;BELEAF SPÓŁKA AKCYJNA;NewConnect
PLSLKAM00019;BRH;BERGHOLDI;BERG HOLDING SPÓŁKA AKCYJNA;NewConnect
PLBNRHL00013;BHX;BINARY;BINARY HELIX SPÓŁKA AKCYJNA;NewConnect
PLBIORG00019;BER;BIOERG;BIOERG SPÓŁKA AKCYJNA;NewConnect
PLBFCTR00013;BFC;BIOFACTOR;BIOFACTORY SPÓŁKA AKCYJNA;NewConnect
PLBIOGN00018;BGD;BIOGENED;BIOGENED SPÓŁKA AKCYJNA;NewConnect
PLBMSEP00011;BEP;BIOMASS;BIOMASS ENERGY PROJECT SPÓŁKA AKCYJNA;NewConnect
PLBZTKN00013;BTK;BIZTECH;BIZTECH KONSULTING SPÓŁKA AKCYJNA;NewConnect
PLBKDGM00019;BKD;BKDGAMES;BAKED GAMES SPÓŁKA AKCYJNA;NewConnect
PLBLKPT00018;BPN;BLACKPOIN;BLACK POINT SPÓŁKA AKCYJNA;NewConnect
PLBLRSP00015;BRP;BLACKROSE;BLACK ROSE PROJECTS SPÓŁKA AKCYJNA;NewConnect
PLBLOBR00014;BLO;BLOOBER;BLOOBER TEAM SPÓŁKA AKCYJNA;NewConnect
PLBLKPC00014;BPC;BPC;BLACK PEARL SPÓŁKA AKCYJNA;NewConnect
PLBRNSN00016;BSN;BRAINSCAN;BRAINSCAN SPÓŁKA AKCYJNA;NewConnect
PLINVNT00011;BSA;BRAS;BRAS SPÓŁKA AKCYJNA;NewConnect
PLBRSLH00012;BSH;BSH;BRIDGE SOLUTIONS HUB SPÓŁKA AKCYJNA;NewConnect
PLVKMTK00015;BTF;BTCS;BTCS SPÓŁKA AKCYJNA;NewConnect
PLDMNMN00016;BTC;BTCSTUDIO;BTC STUDIOS SPÓŁKA AKCYJNA;NewConnect
PLBLOCM00013;CBD;CANNABIS;CANNABIS POLAND SPÓŁKA AKCYJNA;NewConnect
PLCRBST00016;CRB;CARBONSTU;CARBON STUDIO SPÓŁKA AKCYJNA;NewConnect
PLHOTB000011;CAI;CARLSON;CARLSON INVESTMENTS SPÓŁKA AKCYJNA;NewConnect
PLCCS0000012;CCS;CCS;CYFROWE CENTRUM SERWISOWE SPÓŁKA AKCYJNA;NewConnect
PLCDA0000018;CDA;CDA;CDA SPÓŁKA AKCYJNA;NewConnect
CY0103021610;CRP;CEREALPLT;CEREAL PLANET PLC;NewConnect
PLCRFRG00016;CFG;CFG;CREATIVEFORGE GAMES SPÓŁKA AKCYJNA;NewConnect
PLCFBPS00019;CFS;CFSA;CENTRUM FINANSOWE SPÓŁKA AKCYJNA;NewConnect
PLCHRPK00018;CHP;CHERRY;CHERRYPICK GAMES SPÓŁKA AKCYJNA;NewConnect
PLCMINT00013;CMI;CMI;CM INTERNATIONAL SPÓŁKA AKCYJNA;NewConnect
PLCOMEC00016;CMC;COMECO;COMECO SPÓŁKA AKCYJNA;NewConnect
PLCNSLB00012;CLA;CONSOLE;CONSOLE LABS SPÓŁKA AKCYJNA;NewConnect
PLCNSLW00018;CWA;CONSOLEW;CONSOLEWAY SPÓŁKA AKCYJNA;NewConnect
PLCNSTC00013;CCR;CONSTANCE;CONSTANCE CARE SPÓŁKA AKCYJNA;NewConnect
PLCPRSC00012;CRS;COPERNIC;COPERNICUS SECURITIES SPÓŁKA AKCYJNA;NewConnect
PLTRMPR00017;COR;COREY;COREY EUROPE SPÓŁKA AKCYJNA;NewConnect
PLVBN0000015;COS;COSMA;COSMA GROUP SPÓŁKA AKCYJNA;NewConnect
PLCSTR000014;CST;CSTORE;CSTORE SPÓŁKA AKCYJNA;NewConnect
PLLRPSP00015;CTE;CTEGROUP;CTE GROUP SPÓŁKA AKCYJNA;NewConnect
PLBRWRG00013;BRO;CZARNKOW;BROWAR GONTYNIEC SPÓŁKA AKCYJNA;NewConnect
PLDANKS00014;DNS;DANKS;DANKS EUROPEJSKIE CENTRUM DORADZTWA PODATKOWEGO SPÓŁKA AKCYJNA;NewConnect
PLDRPGM00048;DPG;DARKPOINT;DARK POINT GAMES SPÓŁKA AKCYJNA;NewConnect
PLIFN4L00018;DDI;DDISTANCE;DRAW DISTANCE SPÓŁKA AKCYJNA;NewConnect
PLKLBTR00014;DFH;DEFENCEH;DEFENCE.HUB SPÓŁKA AKCYJNA;NewConnect
PLDKTRA00013;DKR;DEKTRA;DEKTRA SPÓŁKA AKCYJNA;NewConnect
PLDMLGM00014;DGS;DEMGAMES;DEMOLISH GAMES SPÓŁKA AKCYJNA;NewConnect
PLDGNET00012;DGN;DGNET;DG-NET SPÓŁKA AKCYJNA;NewConnect
PLFTPRF00016;DTX;DITIX;DITIX SPÓŁKA AKCYJNA;NewConnect
PLGTRNT00010;DIV;DIVOLIO;DI VOLIO SPÓŁKA AKCYJNA;NewConnect
PLDRGGM00013;DRG;DRAGEUS;DRAGEUS GAMES SPÓŁKA AKCYJNA;NewConnect
PLDRD2400010;DRF;DRFINANCE;DR.FINANCE SPÓŁKA AKCYJNA;NewConnect
PLDLITY00010;DUA;DUALITY;DUALITY SPÓŁKA AKCYJNA;NewConnect
PLESCLL00010;ECL;EASYCALL;EASYCALL.PL SPÓŁKA AKCYJNA;NewConnect
PLECCGM00012;ECC;ECCGAMES;ECC GAMES SPÓŁKA AKCYJNA;NewConnect
PLACRTS00018;ECN;ECNOLOGY;ECNOLOGY GROUP SPÓŁKA AKCYJNA;NewConnect
PLEC5TH00024;ECT;ECO5TECH;ECO5TECH SPÓŁKA AKCYJNA;NewConnect
PLEDSON00018;EDL;EDITELPL;EDITEL POLSKA SPÓŁKA AKCYJNA;NewConnect
PLINTRW00028;EFE;EFENERGII;EUROPEJSKI FUNDUSZ ENERGII SPÓŁKA AKCYJNA;NewConnect
PLEKOSK00019;EKS;EKIOSK;E-KIOSK SPÓŁKA AKCYJNA;NewConnect
PLBBCLS00017;EEE;EKIPA;EKIPA HOLDING SPÓŁKA AKCYJNA;NewConnect
PLEKOBX00018;EBX;EKOBOX;EKOBOX SPÓŁKA AKCYJNA;NewConnect
PLDNTMD00012;EKE;EKOOZE;EKO-OZE SPÓŁKA AKCYJNA;NewConnect
PLPRIPK00018;EPR;EKOPARK;PRZEDSIĘBIORSTWO ROBÓT INSTALACYJNYCH EKOPARK SPÓŁKA AKCYJNA;NewConnect
PLEKPLG00019;EGH;EKOPOL;EKOPOL GÓRNOŚLĄSKI HOLDING SPÓŁKA AKCYJNA;NewConnect
PLIPOSA00010;ELQ;ELQ;ELQ SPÓŁKA AKCYJNA;NewConnect
PLEKTRM00016;ELM;EMONT;CARBON GROUP SPÓŁKA AKCYJNA;NewConnect
PLEMPCT00017;EMP;EMPLOCITY;EMPLOCITY SPÓŁKA AKCYJNA;NewConnect
PLHDRGM00011;END;ENEIDA;ENEIDA GAMES SPÓŁKA AKCYJNA;NewConnect
PLVGUAR00011;EGY;ENERGY;ENERGY SPÓŁKA AKCYJNA;NewConnect
PLEONTW00016;EON;EONET;EO NETWORKS SPÓŁKA AKCYJNA;NewConnect
PLPBLIA00012;ERA;ERATONRG;ERATO ENERGY ALTERNATYWNA SPÓŁKA AKCYJNA;NewConnect
PLESKMS00016;ESK;ESKIMOS;ESKIMOS SPÓŁKA AKCYJNA;NewConnect
PLERSNK00016;ECK;EUROSNACK;EUROSNACK SPÓŁKA AKCYJNA;NewConnect
PLEURTX00012;ETX;EUROTAX;EURO-TAX.PL SPÓŁKA AKCYJNA;NewConnect
PLEXMBL00010;EXA;EXAMOBILE;EXAMOBILE SPÓŁKA AKCYJNA;NewConnect
PLEXCLN00016;EXC;EXCELLENC;EXCELLENCE SPÓŁKA AKCYJNA;NewConnect
PLEXIM000013;EXM;EXIMIT;E-XIM IT SPÓŁKA AKCYJNA;NewConnect
PLFKDRW00016;FKD;FABRYKAKD;FABRYKA KONSTRUKCJI DREWNIANYCH SPÓŁKA AKCYJNA;NewConnect
PLEENRG00014;FLG;FALCON;FALCON GAMES SPÓŁKA AKCYJNA;NewConnect
PLFRMGR00015;F51;FARM51;THE FARM 51 GROUP SPÓŁKA AKCYJNA;NewConnect
PLGTRMP00010;FFP;FARMYFO;FARMY FOTOWOLTAIKI POLSKA SPÓŁKA AKCYJNA;NewConnect
PLSMSKH00019;FEM;FEMTECH;FEMION TECHNOLOGY SPÓŁKA AKCYJNA;NewConnect
PLFHDOM00010;FHD;FHDOM;FUNDUSZ HIPOTECZNY DOM SPÓŁKA AKCYJNA;NewConnect
PLGPPIK00011;FIG;FIGENE;FIGENE CAPITAL SPÓŁKA AKCYJNA;NewConnect
PLJRSDB00015;FTH;FINTECH;FINTECH SPÓŁKA AKCYJNA;NewConnect
PLTLCMD00018;FTL;FOOTHILLS;FOOTHILLS SPÓŁKA AKCYJNA;NewConnect
PLBETMX00013;FRB;FORBUILD;FORBUILD SPÓŁKA AKCYJNA;NewConnect
PLFRENT00014;FOR;FOREVEREN;FOREVER ENTERTAINMENT SPÓŁKA AKCYJNA;NewConnect
PLFRPST00019;FPO;FORPOSTA;FORPOSTA SPÓŁKA AKCYJNA;NewConnect
PLINVFM00012;FVE;FOTOVOLT;FOTO VOLT EKO ENERGIA SPÓŁKA AKCYJNA;NewConnect
PLFRMND00011;FRM;FREEMIND;FREEMIND SPÓŁKA AKCYJNA;NewConnect
PLFRZNW00013;FRW;FROZENWAY;FROZEN WAY SPÓŁKA AKCYJNA;NewConnect
PLGALVO00017;GAL;GALVO;GALVO SPÓŁKA AKCYJNA;NewConnect
PLINSTC00010;GDC;GAMEDUST;GAMEDUST SPÓŁKA AKCYJNA;NewConnect
PLGMHTS00015;GHT;GAMEHUNT;GAMEHUNTERS SPÓŁKA AKCYJNA;NewConnect
PLGMV0000016;GMV;GAMIVO;GAMIVO SPÓŁKA AKCYJNA;NewConnect
PLABNET00019;GAR;GARIN;GARIN SPÓŁKA AKCYJNA;NewConnect
PLGDVS000012;GDS;GDEVS;G-DEVS SPÓŁKA AKCYJNA;NewConnect
PLGNOMD00024;GEN;GENOMED;GENOMED SPÓŁKA AKCYJNA;NewConnect
PLELKPE00014;GNG;GENRG;G-ENERGY SPÓŁKA AKCYJNA;NewConnect
PLGENXN00013;GX1;GENXONE;GENXONE SPÓŁKA AKCYJNA;NewConnect
PLGEOTR00010;GTS;GEOTRANS;GEOTRANS SPÓŁKA AKCYJNA;NewConnect
PLTLVPL00014;GHY;GHYDROGEN;GLOBAL HYDROGEN SPÓŁKA AKCYJNA;NewConnect
PLGKS0000016;GKS;GKSKAT;GKS GIEKSA KATOWICE SPÓŁKA AKCYJNA;NewConnect
PLGOLAB00019;GOL;GOLAB;GOLAB SPÓŁKA AKCYJNA;NewConnect
