PLFSING00010;FSG;FASING;FABRYKI SPRZĘTU I NARZĘDZI GÓRNICZYCH GRUPA KAPITAŁOWA FASING SPÓŁKA AKCYJNA;GPW
PLFSTFC00012;FFI;FASTFIN;FAST FINANCE SPÓŁKA AKCYJNA;GPW
PLFEERM00018;FEE;FEERUM;FEERUM SPÓŁKA AKCYJNA;GPW
PLFERRO00016;FRO;FERRO;FERRO SPÓŁKA AKCYJNA;GPW
PLFERUM00014;FER;FERRUM;FERRUM SPÓŁKA AKCYJNA;GPW
PLTHP0000011;FMG;FMG;ONE SPÓŁKA AKCYJNA;GPW
EE3100100835;FON;FON;FON SPÓŁKA AKCYJNA;GPW
PLPMPOL00031;FHB;FOODHUB;FOODHUB SPÓŁKA AKCYJNA;GPW
PLFORTE00012;FTE;FORTE;FABRYKI MEBLI FORTE SPÓŁKA AKCYJNA;GPW
PLGMSOP00019;GOP;GAMEOPS;GAMES OPERATORS SPÓŁKA AKCYJNA;GPW
PLGMNGF00017;GIF;GAMFACTOR;GAMING FACTORY SPÓŁKA AKCYJNA;GPW
PLGNMTC00017;GMT;GENOMTEC;GENOMTEC SPÓŁKA AKCYJNA;GPW
PLGSPR000014;GTN;GETIN;GETIN HOLDING SPÓŁKA AKCYJNA;GPW
PLWRKSR00019;GIG;GIGROUP;GI GROUP POLAND SPÓŁKA AKCYJNA;GPW
PLDUDA000016;GOB;GOBARTO;GOBARTO SPÓŁKA AKCYJNA;GPW
PLGPW0000017;GPW;GPW;GIEŁDA PAPIERÓW WARTOŚCIOWYCH W WARSZAWIE SPÓŁKA AKCYJNA;GPW
AU0000198939;GRX;GREENX;GREENX METALS LIMITED;GPW
PLFAMUR00012;GEA;GRENEVIA;GRENEVIA SPÓŁKA AKCYJNA;GPW
PLGRODN00015;GRN;GRODNO;GRODNO SPÓŁKA AKCYJNA;GPW
PLZATRM00012;ATT;GRUPAAZOTY;GRUPA AZOTY SPÓŁKA AKCYJNA;GPW
PLGRPRC00015;GPP;GRUPRACUJ;GRUPA PRACUJ SPÓŁKA AKCYJNA;GPW
PLGTC0000037;GTC;GTC;GLOBE TRADE CENTRE SPÓŁKA AKCYJNA;GPW
PLBH00000012;BHW;HANDLOWY;BANK HANDLOWY W WARSZAWIE SPÓŁKA AKCYJNA;GPW
PLHRPHG00023;HRP;HARPER;HARPER HYGIENICS SPÓŁKA AKCYJNA;GPW
PLHELIO00014;HEL;HELIO;HELIO SPÓŁKA AKCYJNA;GPW
PLZRWZW00012;HRS;HERKULES;HERKULES SPÓŁKA AKCYJNA;GPW
PLHMINW00016;HMI;HMINWEST;HM INWEST SPÓŁKA AKCYJNA;GPW
PLHOLWD00017;HLD;HOLLYWOOD;HOLLYWOOD SPÓŁKA AKCYJNA;GPW
US44853H1086;HUG;HUUUGE;HUUUGE, INC.;GPW
PLHDRTR00013;HDR;HYDROTOR;PRZEDSIĘBIORSTWO HYDRAULIKI SIŁOWEJ HYDROTOR S.A.;GPW
PLPLPGR00010;IBS;IBSM;NOBLE FINANCIALS SPÓŁKA AKCYJNA;GPW
PLIDMSA00044;IDM;IDMSA;IDM SPÓŁKA AKCYJNA W UPADŁOŚCI UKŁADOWEJ;GPW
EE3100065392;IFC;IFCAPITAL;INVESTMENT FRIENDS CAPITAL SE;GPW
PLPWRMD00011;IFI;IFIRMA;IFIRMA SPÓŁKA AKCYJNA;GPW
EE3100099391;IFR;IFSA;INVESTMENT FRIENDS;GPW
LU0607203980;IMC;IMCOMPANY;INDUSTRIAL MILK COMPANY S.A.;GPW
PLMAKRM00019;GKI;IMMOBILE;GRUPA KAPITAŁOWA IMMOBILE SPÓŁKA AKCYJNA;GPW
PLNFI0700018;IMP;IMPERIO;IMPERIO ALTERNATYWNA SPÓŁKA AKCYJNA;GPW
PLINTMS00019;IMS;IMS;IMS SPÓŁKA AKCYJNA;GPW
PLINCLT00015;INC;INC;INC SPÓŁKA AKCYJNA;GPW
PLLSTIA00018;IDG;INDYGO;INDYGOTECH MINERALS SPÓŁKA AKCYJNA;GPW
PLBSK0000017;ING;INGBSK;ING BANK ŚLĄSKI SPÓŁKA AKCYJNA;GPW
PLINPRO00015;INP;INPRO;INPRO SPÓŁKA AKCYJNA;GPW
PLINSTK00013;INK;INSTALKRK;INSTAL KRAKÓW SPÓŁKA AKCYJNA;GPW
LT0000128621;IRL;INTERAOLT;AB INTER RAO LIETUVA;GPW
PLINTBD00014;ITB;INTERBUD;INTERBUD-LUBLIN SPÓŁKA AKCYJNA W RESTRUKTURYZACJI;GPW
PLINTCS00010;CAR;INTERCARS;INTER CARS SPÓŁKA AKCYJNA;GPW
PLINTSP00038;IPO;INTERSPPL;INTERSPORT POLSKA SPÓŁKA AKCYJNA;GPW
PLINTRL00013;INL;INTROL;INTROL SPÓŁKA AKCYJNA;GPW
PLIPOPM00011;IPE;IPOPEMA;IPOPEMA SECURITIES SPÓŁKA AKCYJNA;GPW
PLIZBLK00010;IZB;IZOBLOK;IZOBLOK SPÓŁKA AKCYJNA;GPW
PLIZCJR00017;IZO;IZOLACJA;IZOLACJA-JAROCIN SPÓŁKA AKCYJNA;GPW
PLIZSTL00015;IZS;IZOSTAL;IZOSTAL SPÓŁKA AKCYJNA;GPW
PLJSW0000015;JSW;JSW;JASTRZĘBSKA SPÓŁKA WĘGLOWA SPÓŁKA AKCYJNA;GPW
PLJWWNT00018;JWW;JWWINVEST;JWW INVEST SPÓŁKA AKCYJNA;GPW
PLPONAR00012;KCI;KCI;KCI SPÓŁKA AKCYJNA;GPW
CY0102492119;KDM;KDMSHIPNG;KDM SHIPPING PUBLIC LIMITED;GPW
LU0327357389;KER;KERNEL;KERNEL HOLDING S.A.;GPW
PLKETY000011;KTY;KETY;GRUPA KĘTY SPÓŁKA AKCYJNA;GPW
PLKGHM000017;KGH;KGHM;KGHM POLSKA MIEDŹ SPÓŁKA AKCYJNA;GPW
PLKRKGL00012;KGL;KGL;KORPORACJA KGL SPÓŁKA AKCYJNA;GPW
PLKNOPL00014;KPL;KINOPOL;KINO POLSKA TV SPÓŁKA AKCYJNA;GPW
PLKGNRC00015;KGN;KOGENERA;ZESPÓŁ ELEKTROCIEPŁOWNI WROCŁAWSKICH KOGENERACJA SPÓŁKA AKCYJNA;GPW
PLKOMPP00017;KMP;KOMPAP;PRZEDSIĘBIORSTWO PRODUKCYJNO HANDLOWE KOMPAP SPÓŁKA AKCYJNA;GPW
PLKMPTR00012;KOM;KOMPUTRON;KOMPUTRONIK SPÓŁKA AKCYJNA;GPW
PLKPPD000017;KPD;KPPD;KOSZALIŃSKIE PRZEDSIĘBIORSTWO PRZEMYSŁU DRZEWNEGO SPÓŁKA AKCYJNA;GPW
PLKRKCH00019;KCH;KRAKCHEM;KRAKCHEMIA SPÓŁKA AKCYJNA;GPW
PLKRINK00014;KRI;KREDYTIN;KREDYT INKASO SPÓŁKA AKCYJNA;GPW
SI0031102120;KRK;KRKA;KRKA. TOVARNA ZDRAVIL. D.D.. NOVO MESTO;GPW
PLKRK0000010;KRU;KRUK;KRUK SPÓŁKA AKCYJNA;GPW
PLKRVTM00010;KVT;KRVITAMIN;KRYNICA VITAMIN SPÓŁKA AKCYJNA;GPW
LU0611262873;KSG;KSGAGRO;KSG AGRO S.A.;GPW
PLLBPRT00013;LAB;LABOPRINT;LABO PRINT SPÓŁKA AKCYJNA;GPW
PLPPWK000014;LRK;LARK;LARK.PL SPÓŁKA AKCYJNA;GPW
PLCAMMD00032;LRQ;LARQ;LARQ SPÓŁKA AKCYJNA;GPW
PLLENAL00015;LEN;LENA;LENA LIGHTING SPÓŁKA AKCYJNA;GPW
PLLENTX00010;LTX;LENTEX;LENTEX SPÓŁKA AKCYJNA;GPW
PLINTGR00013;LES;LESS;LESS SPÓŁKA AKCYJNA;GPW
PLLBT0000013;LBT;LIBET;LIBET SPÓŁKA AKCYJNA;GPW
PLLKMDW00049;LKD;LOKUM;LOKUM DEWELOPER SPÓŁKA AKCYJNA;GPW
PLLPP0000011;LPP;LPP;LPP SPÓŁKA AKCYJNA;GPW
PLLSSFT00016;LSI;LSISOFT;LSI SOFTWARE SPÓŁKA AKCYJNA;GPW
PLLUBAW00013;LBW;LUBAWA;LUBAWA SPÓŁKA AKCYJNA;GPW
PLMBION00016;MAB;MABION;MABION SPÓŁKA AKCYJNA;GPW
PLMKRNP00015;MAK;MAKARONPL;MAKARONY POLSKIE SPÓŁKA AKCYJNA;GPW
PLZTKMA00017;MGT;MANGATA;MANGATA HOLDING SPÓŁKA AKCYJNA;GPW
PLADDRG00015;MAN;MANYDEV;MANYDEV STUDIO SE;GPW
PLMRVDV00011;MVP;MARVIPOL;MARVIPOL DEVELOPMENT SPÓŁKA AKCYJNA;GPW
PLMXCMS00016;MXC;MAXCOM;MAXCOM SPÓŁKA AKCYJNA;GPW
PLBRE0000012;MBK;MBANK;MBANK SPÓŁKA AKCYJNA;GPW
FR0000060873;MBW;MBWS;MARIE BRIZARD WINE & SPIRITS;GPW
PLMCIMG00012;MCI;MCI;MCI CAPITAL ASI SPÓŁKA AKCYJNA;GPW
PLNFI1000012;MDI;MDIENERGIA;MDI ENERGIA SPÓŁKA AKCYJNA;GPW
PLMDCLG00015;MDG;MEDICALG;MEDICALGORITHMICS SPÓŁKA AKCYJNA;GPW
PLMDNCE00016;ICE;MEDINICE;MEDINICE SPÓŁKA AKCYJNA;GPW
PLMGRON00016;MEG;MEGARON;MEGARON SPÓŁKA AKCYJNA;GPW
PLMNNCP00011;MNC;MENNICA;MENNICA POLSKA SPÓŁKA AKCYJNA;GPW
PLMRCTR00015;MRC;MERCATOR;MERCATOR MEDICAL SPÓŁKA AKCYJNA;GPW
PLMRCOR00016;MCR;MERCOR;MERCOR SPÓŁKA AKCYJNA;GPW
PLMEXPL00010;MEX;MEXPOLSKA;MEX POLSKA SPÓŁKA AKCYJNA;GPW
PLMFO0000013;MFO;MFO;MFO SPÓŁKA AKCYJNA;GPW
NL0009508712;MLK;MILKILAND;MILKILAND N.V.;GPW
PLBIG0000016;MIL;MILLENNIUM;BANK MILLENNIUM SPÓŁKA AKCYJNA;GPW
PLKLSTN00017;MIR;MIRACULUM;MIRACULUM SPÓŁKA AKCYJNA;GPW
PLMRBUD00015;MRB;MIRBUD;MIRBUD SPÓŁKA AKCYJNA;GPW
PLMLPGR00017;MLG;MLPGROUP;MLP GROUP SPÓŁKA AKCYJNA;GPW
PLMLSTM00015;MLS;MLSYSTEM;ML SYSTEM SPÓŁKA AKCYJNA;GPW
PLMOBRK00013;MBR;MOBRUK;MO-BRUK SPÓŁKA AKCYJNA;GPW
PLMOJ0000015;MOJ;MOJ;MOJ SPÓŁKA AKCYJNA;GPW
HU0000153937;MOL;MOL;MOL MAGYAR OLAJ - ES GAZIPARI NYILVANOSAN MUKODO RESZVENYTARSASAG;GPW
PLONCTH00011;MOC;MOLECURE;MOLECURE SPÓŁKA AKCYJNA;GPW
PLMNRTR00012;MON;MONNARI;MONNARI TRADE SPÓŁKA AKCYJNA;GPW
PLMSTPL00018;MSP;MOSTALPLC;MOSTOSTAL PŁOCK SPÓŁKA AKCYJNA;GPW
PLMSTWS00019;MSW;MOSTALWAR;MOSTOSTAL WARSZAWA SPÓŁKA AKCYJNA;GPW
PLMSTZB00018;MSZ;MOSTALZAB;MOSTOSTAL ZABRZE SPÓŁKA AKCYJNA;GPW
PLMVGMS00011;MOV;MOVIEGAMES;MOVIE GAMES SPÓŁKA AKCYJNA;GPW
PLMURPL00190;MUR;MURAPOL;MURAPOL SPÓŁKA AKCYJNA;GPW
PLMUZA000019;MZA;MUZA;MUZA SPÓŁKA AKCYJNA;GPW
PLMWTRD00013;MWT;MWTRADE;M.W. TRADE SPÓŁKA AKCYJNA;GPW
PLNNGRP00011;NNG;NANOGROUP;NANOGROUP SPÓŁKA AKCYJNA;GPW
PLTRFRM00018;NEU;NEUCA;NEUCA SPÓŁKA AKCYJNA;GPW
PLNEWAG00012;NWG;NEWAG;NEWAG SPÓŁKA AKCYJNA;GPW
PLWDMCP00013;NXG;NEXITY;NEXITY GLOBAL SPÓŁKA AKCYJNA;GPW
LT0000131872;NTU;NOVATURAS;AB NOVATURAS;GPW
PLNFI0500012;NVG;NOVAVISGR;NOVAVIS GROUP SPÓŁKA AKCYJNA;GPW
PLNVITA00018;NVT;NOVITA;NOVITA SPÓŁKA AKCYJNA;GPW
PLECMNG00019;NTC;NTCAPITAL;NEW TECH CAPITAL SPÓŁKA AKCYJNA;GPW
PLNTSYS00013;NTT;NTTSYSTEM;NTT SYSTEM SPÓŁKA AKCYJNA;GPW
PLODLPL00013;ODL;ODLEWNIE;ODLEWNIE POLSKIE SPÓŁKA AKCYJNA;GPW
PLTELL000023;OEX;OEX;OEX SPÓŁKA AKCYJNA;GPW
PLONDE000018;OND;ONDE;ONDE SPÓŁKA AKCYJNA;GPW
PLSKTAN00010;ONO;ONESANO;ONESANO SPÓŁKA AKCYJNA;GPW
PLOPNPL00013;OPN;OPONEO.PL;OPONEO.PL SPÓŁKA AKCYJNA;GPW
PLOPTEM00012;OPM;OPTEAM;OPTEAM SPÓŁKA AKCYJNA;GPW
PLTLKPL00017;OPL;ORANGEPL;ORANGE POLSKA SPÓŁKA AKCYJNA;GPW
LU0122624777;OPG;ORCOGROUP;CPI FIM SA;GPW
PLORZBL00013;OBL;ORZBIALY;ORZEŁ BIAŁY SPÓŁKA AKCYJNA;GPW
PLODRTS00017;OTS;OTLOG;OT LOGISTICS SPÓŁKA AKCYJNA;GPW
PLZPCOT00018;OTM;OTMUCHOW;ZAKŁADY PRZEMYSŁU CUKIERNICZEGO OTMUCHÓW SPÓŁKA AKCYJNA;GPW
NL0009805613;OVO;OVOSTAR;OVOSTAR UNION N.V.;GPW
PLPANVA00013;NVA;PANOVA;P.A. NOVA SPÓŁKA AKCYJNA;GPW
PLPSSUS00018;PAS;PASSUS;PASSUS SPÓŁKA AKCYJNA;GPW
PLPTNTS00019;PAT;PATENTUS;PATENTUS SPÓŁKA AKCYJNA;GPW
PLPBG0000029;PBG;PBG;PBG SPÓŁKA AKCYJNA;GPW
PLBEFSN00010;PBF;PBSFINANSE;PBS FINANSE SPÓŁKA AKCYJNA;GPW
PLPCCEX00010;PCX;PCCEXOL;PCC EXOL SPÓŁKA AKCYJNA;GPW
PLPCCRK00076;PCR;PCCROKITA;PCC ROKITA SPÓŁKA AKCYJNA;GPW
PLPCFGR00010;PCF;PCFGROUP;PCF GROUP SPÓŁKA AKCYJNA;GPW
